title,project,topic
"Provide shell completion for spring init",spring-boot,TOPIC2
"Modify Content Security Policy to allow LiveReload when devtools enabled",spring-boot,TOPIC2
"Internal profile-specific properties override external non-profile-specific properties, 2nd try",spring-boot,TOPIC2
"Create a richer API for PropertySource customization",spring-boot,TOPIC2
"Bind scope attributes ("contextual objects") to @ConfigurationProperties if available",spring-boot,TOPIC2
"Actuator JMX endpoint output format",spring-boot,TOPIC2
"EntityManagerFactoryBuilder does not apply spring.jpa.hibernate customizations automatically",spring-boot,TOPIC2
"Configuration processor does not detect default value defined in parent class",spring-boot,TOPIC2
"provide spring-boot-example to show how to use two different databases",spring-boot,TOPIC2
"Add prefix support for environment variables",spring-boot,TOPIC2
"Smarter @ConfigurationProperties binding for nested namespaces",spring-boot,TOPIC2
"Conditional Execution of Health Checks",spring-boot,TOPIC2
"Consider what to do about environment variable clashes",spring-boot,TOPIC2
"Include the protocol when logging information about embedded container's ports",spring-boot,TOPIC2
"Make use of RabbitConnectionFactoryBean.setUri()",spring-boot,TOPIC2
"Configure default transaction isolation when using hibernate",spring-boot,TOPIC2
"Support RemoteSpringApplication discovery",spring-boot,TOPIC2
"Allow MessageSource contributions",spring-boot,TOPIC2
"Support setting spring.config.* from manifest in War and JarLauncher.",spring-boot,TOPIC2
"spring boot unable to interpolate message for jsr-303 validation",spring-boot,TOPIC2
"Verbose and unhelpful logging with Boot + Jetty if context fails to load",spring-boot,TOPIC2
"Auto-configure MultipartFilter when CommonsMultipartResolver is being used",spring-boot,TOPIC2
"Support for 'web' and 'rest-api' modes in SpringBoot Security Starter",spring-boot,TOPIC2
"Support zip64 format executable archives",spring-boot,TOPIC2
"Support application/x-protobuf errors",spring-boot,TOPIC2
"Allow injection of JPA properties that contain object instances",spring-boot,TOPIC2
"Make auto-configuration classes more lenient to multiple bean instances of uniquely required dependencies",spring-boot,TOPIC2
"Support for Thrift-based or protocol buffer clients and servers",spring-boot,TOPIC2
"composite HealthIndicator that runs them in parallel",spring-boot,TOPIC2
"Pass maven profile as spring profile.",spring-boot,TOPIC2
"Create a cache actuator endpoint.",spring-boot,TOPIC2
"Provide auto-configuration for logback-access",spring-boot,TOPIC2
"Allow the default console appender's charset to be configured",spring-boot,TOPIC2
"Optimize JUL logging",spring-boot,TOPIC2
"Make @ConditionalOnProperty @Repeatable",spring-boot,TOPIC2
"Add CAS autoconfiguration support",spring-boot,TOPIC2
"Provide a mechanism to hide properties in the metadata",spring-boot,TOPIC2
"/dump endpoint does not return production ready stack traces",spring-boot,TOPIC2
"Conditional registration of @ConfigurationProperties bean",spring-boot,TOPIC2
"FieldValuesParser implementation for the eclipse compiler",spring-boot,TOPIC2
"@ConfigurationProperties are not available in conditions",spring-boot,TOPIC2
"Enable to configure ISO date Strings with Joda globally without extending WebMvcConfigurationSupport",spring-boot,TOPIC2
"Include a bean's type in the auto-configuration report?",spring-boot,TOPIC2
"Make it more obvious that web.xml and web-fragment.xml are ignored when running with an embedded container",spring-boot,TOPIC2
"white page instead of exception when error.whitelabel.enabled=false",spring-boot,TOPIC2
"Allow Gson to be configured declaratively",spring-boot,TOPIC2
"Investigate walkmod",spring-boot,TOPIC2
"Option for light(er)weight packaging",spring-boot,TOPIC2
"Unconfigurable (and inefficient) Jackson ObjectMapper instances",spring-boot,TOPIC2
"Investigate Tomcat JarScanning speed improvements",spring-boot,TOPIC2
"DataSourceBuilder with @ConfigurationProperties prefix confusing error msg",spring-boot,TOPIC2
"Autoconfig for AsyncTaskExecutor",spring-boot,TOPIC2
"Simplify agent setup for Boot Maven plugin",spring-boot,TOPIC2
"Add checksum report as option during build phase",spring-boot,TOPIC2
"Provide properties to set the number of threads of spring TaskScheduler",spring-boot,TOPIC2
"MariaDB4j integration?",spring-boot,TOPIC2
"Remove explicit Hibernate subclass literal from JpaProperties",spring-boot,TOPIC2
"Allow @AutoConfigureBefore/After to specify packages",spring-boot,TOPIC2
"Provide a callback to decrypt DB passwords",spring-boot,TOPIC2
"Allow @ConfigurationProperties binding on interfaces",spring-boot,TOPIC2
"How to use the class Health with RestTemplate",spring-boot,TOPIC2
"Make it easier to pass arguments to app launched via Gradle bootRun",spring-boot,TOPIC2
"Look at the way that ratpack does dependencies",spring-boot,TOPIC2
"Investigate continuous compile from Gradle",spring-boot,TOPIC2
"MessageSourceAutoConfiguration does not consider @PropertySources",spring-boot,TOPIC2
"Support for JSP taglibs in freemarker",spring-boot,TOPIC2
"Provide a more helpful error message for when @EnableAutoConfiguration is not specified in a spring-boot-starter-web application.",spring-boot,TOPIC2
"50x errors should show the root cause in the top header.",spring-boot,TOPIC2
"Confusing error message when trying to render a template as a static web page",spring-boot,TOPIC2
"Support for HAML templates in MVC",spring-boot,TOPIC2
"Spring Boot should provide an easy to read 50x page",spring-boot,TOPIC2
"Promote the use of multiple profiles as a core practice",spring-boot,TOPIC2
"Expose DefaultConversionService or ConversionServiceFactoryBean while scanning for implemented Converter's",spring-boot,TOPIC2
"AspectJ based load time weaving using an LTW aware classloader without Java agent on "java -jar app.jar"",spring-boot,TOPIC2
"JRuby cannot read gems from an embedded jar",spring-boot,TOPIC2
"Support for Thymeleaf templates and static resources in Starter-like modules",spring-boot,TOPIC2
"inproctester like feature?",spring-boot,TOPIC2
"Enhance WebSockets auto-configuration to notice messaging",spring-boot,TOPIC2
"CoreCLR build: Deprecate unused variables used in the build",coreclr,TOPIC3
"Tiered jitting: We need a working x86 full-stack build so that the VS profiler team can test our feature",coreclr,TOPIC3
"Rethink the Microsoft.NETCore.ILAsm NuGet package",coreclr,TOPIC3
"[Question] Why are we getting the number of cores, rather than the number of logical processors?",coreclr,TOPIC3
"[Infrastructure] Add header files to native Visual Studio coreclr projects",coreclr,TOPIC3
"ARM64 Windows build: warning D9002: ignoring unknown option '/diagnostics:classic'",coreclr,TOPIC3
"Many CI Perf Tests Correctness Warnings: about targeting .NETFramework,Version=v4.0",coreclr,TOPIC3
"Refactor build scripts to have common code in a common script file",coreclr,TOPIC3
"[Infrastructure/Windows] Remove spmi artifacts from cross component mscorlib builds on Windows.",coreclr,TOPIC3
"[Infrastructure/Windows] Optimize test build on Windows",coreclr,TOPIC3
"Reduce the number of runtime dependencies required to be installed",coreclr,TOPIC3
"Move disable warning options from compileoptions.cmake to warningcontrol.h",coreclr,TOPIC3
"Remove /p:OverwriteOnPublish from pipebuild definitions",coreclr,TOPIC3
"Add support for OpenSuse 42.2 in .NET CoreCLR 1.1.0",coreclr,TOPIC3
"link option for PIE executable",coreclr,TOPIC3
"Add linux-arm64 to official builds",coreclr,TOPIC3
"Stop building Ubuntu 16.10 on all branches",coreclr,TOPIC3
"Remove Roslyn workaround when we get fixed compiler",coreclr,TOPIC3
"[Windows/ARM64] Windows cross build for Windows Arm64 fails with missing toolset dir",coreclr,TOPIC3
"Builds on linux fail to produce a native build log in `bin\Logs`",coreclr,TOPIC3
"Building tests not successful on Mac OSX 10.12",coreclr,TOPIC3
"Multiple users are not able to build CoreCLR on the same Linux machine.",coreclr,TOPIC3
"JIT isinst tests hitting bug in compiler",coreclr,TOPIC3
"Add support for not breaking Windows build on warnings",coreclr,TOPIC3
"[Arm64/Windows] Assembler out of date with respect to ARMv8 ARM syntax",coreclr,TOPIC3
"Error "Class not registered" when building inject_debug_resources.vcxproj",coreclr,TOPIC3
"Build.cmd should check the version ID of cmake before proceeding",coreclr,TOPIC3
"The "build info" string included in libcoreclr.so contains invalid data",coreclr,TOPIC3
"runtest.sh failure resolving CoreDisTools on Mac OS X 10.12.4",coreclr,TOPIC3
"Split ARCH_SOURCES_DIR into target and platform ones",coreclr,TOPIC3
"Use run command in runtest.cmd",coreclr,TOPIC3
"Freebsd ELF binary type "0" not known.",coreclr,TOPIC3
""build.sh" no longer has a option for clean build",coreclr,TOPIC3
"Use -fno-strict-aliasing",coreclr,TOPIC3
"Displace build dependency on perl, python etc. by shell or javascript",coreclr,TOPIC3
"Disallow build warnings",coreclr,TOPIC3
"enable Link Time Optimization for building coreclr on Ubuntu 14.04",coreclr,TOPIC3
"Problem building on Arch Linux: min/max not defined",coreclr,TOPIC3
"ARM CI builds broken",coreclr,TOPIC3
"Unify PackageTaskDir across Windows/non-Windows builds",coreclr,TOPIC3
"The build tools for Visual Studio 2010 (Platform Toolset = 'v100') cannot be found",coreclr,TOPIC3
"Move to cmake based incremental build from python",coreclr,TOPIC3
"Compile runtime with -fvisibility=hidden",coreclr,TOPIC3
"OSX build instructions update",coreclr,TOPIC3
"Generate asmparse.c using a standard bison/yacc",coreclr,TOPIC3
"Add support for explicit setting culture info for build tools and internal .net messages and resources",coreclr,TOPIC3
"Update documentation fo Unix Platforms",coreclr,TOPIC3
"Facilitate using CMake's standard mechanism to find CoreCLR",coreclr,TOPIC3
""build clean" fails, "build x64 debug" fails, "build x64 release" success",coreclr,TOPIC3
"Update windows build instructions",coreclr,TOPIC3
"Sharing build scripts between corefx and coreclr",coreclr,TOPIC3
"Fix all or most of the remaining warnings in CoreCLR on Linux",coreclr,TOPIC3
"Unset cached variables if necessary after CMake failure",coreclr,TOPIC3
"CMake WIN32 usage",coreclr,TOPIC3
"Have both lite and rich pkgs of PSCore6.x",PowerShell,TOPIC3
"PowerShell on macOS depends on third-party installed libraries",PowerShell,TOPIC3
"building appimage should produce a log file",PowerShell,TOPIC3
"Changelog generation automation",PowerShell,TOPIC3
"Can't install 32-bit/64-bit PowerShell together when using MSI installer",PowerShell,TOPIC3
"Simple commands cause Segmentation Fault",PowerShell,TOPIC3
"GitHub don't report CI status",PowerShell,TOPIC3
"'The preLaunchTask 'xxxx' cannot be tracked.' after update to VS Code 1.18.0 ",PowerShell,TOPIC3
"Investigate if we can use `cache` keyword in .travis.yml to cache the brew cache",PowerShell,TOPIC3
"Start-PsBuild hangs for the first time",PowerShell,TOPIC3
"The [Feature] tag in PR commit message doesn't reliably trigger full build on Travis CIs",PowerShell,TOPIC3
"The icon of powershell AppImage is not set properly",PowerShell,TOPIC3
"PowerShell Core AppImage breaks networking on Ubuntu, Debian, CentOS, and RedHat",PowerShell,TOPIC3
"Beta.8 - Installation not removing previous version (Beta.7)",PowerShell,TOPIC3
"Feature: Windows Installer to offer option of context menu to open PowerShell in explorer",PowerShell,TOPIC3
"WIX logs should be made into artifacts",PowerShell,TOPIC3
"32 bit needed",PowerShell,TOPIC3
"Powershell is building nativemsh/pwrshexe causing the x86 build to fail on appveyor",PowerShell,TOPIC3
"start-pspackging should verify -psmodulerestore was used to build",PowerShell,TOPIC3
"start-pspester -unelevate should use the passthru mechanism to verify tests pass",PowerShell,TOPIC3
"Installing on centos 7.3 fails using `install-powershell.sh`",PowerShell,TOPIC3
"Can we get a release that runs on Alpine?",PowerShell,TOPIC3
"Install-Module Default Modules Path is Under Versioned PowerShell Folder",PowerShell,TOPIC3
"make myget registration resilient to transient connection issues",PowerShell,TOPIC3
"Get packaging working with newer FPM",PowerShell,TOPIC3
"Produce ref assembly for PowerShell Standard 5.1 to enable portable modules",PowerShell,TOPIC3
"Where are the SPEC file for RHEL/CentOS/Fedora?",PowerShell,TOPIC3
"default shortcut on Windows remaps ANSI colors 35,36",PowerShell,TOPIC3
"Automate release publishing to github",PowerShell,TOPIC3
"Automate MacOS Release build",PowerShell,TOPIC3
"Need to automate as many steps as possible in our release process",PowerShell,TOPIC3
"Move Start-TypeGen logic from Build.psm1 to SDK csproj file",PowerShell,TOPIC3
"Package names for SuSe and CentOS still use "_" - "6.0.0_beta.1"",PowerShell,TOPIC3
"PowerShell binaries in zip pkg should be signed",PowerShell,TOPIC3
"Update Start-PSBootstrap for Debian",PowerShell,TOPIC3
"Publish runtime 6.0 assemblies to Nuget",PowerShell,TOPIC3
"missing path to system modules in $env:PSModulePath in microsoft/powershell Docker base image",PowerShell,TOPIC3
"New Bash Installer",PowerShell,TOPIC3
"Linux alpha.18 install script is deploying alpha.17",PowerShell,TOPIC3
"The windows installer should create a common path you can run the latest powershell from",PowerShell,TOPIC3
"Duplicated test completion functions",PowerShell,TOPIC3
"Add support for SLES 12",PowerShell,TOPIC3
"Publish PowerShell NuGet packages for Linux/OSX platforms",PowerShell,TOPIC3
"Meta-package project "Microsoft.PowerShell.SDK" generates an empty assembly",PowerShell,TOPIC3
"Build powershell core in Visual Studio 2017",PowerShell,TOPIC3
"Revisit macOS crypto patching logic and install instructions",PowerShell,TOPIC3
"PowerShell MSI uninstallation issues",PowerShell,TOPIC3
"Replace powershell.version by code gen",PowerShell,TOPIC3
"Remove warnings when we run the AppImage format of Powershell",PowerShell,TOPIC3
"Issue build new platforms: Restore-PSModule uses PackageManagement to restore PackageManagement",PowerShell,TOPIC3
"AuthorizationManager check failed when executing a script",PowerShell,TOPIC3
"Document and setup up Fedora releases",PowerShell,TOPIC3
"Locale native test fails on Unix",PowerShell,TOPIC3
"Dotnet-resgen now support <lang>",PowerShell,TOPIC3
"MSI Package Uninstall Does not Cleanup Some Things Due to Non-Compliance with MSI Best Practices and Conventions",PowerShell,TOPIC3
"Download.sh for alpha 13 references alpha 11",PowerShell,TOPIC3
"VSCode corrupts 'registered sign' character",PowerShell,TOPIC3
"We don't upload all PR artifacts in AppVeyor CI",PowerShell,TOPIC3
"Package build fails on macOS in Travis in fpm",PowerShell,TOPIC3
"Remove dotnet pinning",PowerShell,TOPIC3
"Support for running Powershell on top of mono",PowerShell,TOPIC3
"Local spellchecking",PowerShell,TOPIC3
"Ability to create the package based on features.",PowerShell,TOPIC3
"Bundled Modules should be installed in \Name\Version\ folders in PSCore",PowerShell,TOPIC3
"Invoke-NativeExecutable -NoSudo",PowerShell,TOPIC3
"Remove the "code was generated by a tool" comments should be removed from *.Generated.cs files under src/Microsoft.PowerShell.GraphicalHost",PowerShell,TOPIC3
"Modules like PowerShell Get need the version bumped up when modified",PowerShell,TOPIC3
"Package the Ubuntu 16.04 with the snap format",PowerShell,TOPIC3
"Remove requirement for full VS install to build",PowerShell,TOPIC3
"prebuilt binary downloads should be available in flatpak format ",PowerShell,TOPIC3
"Add PowerShell to Ubuntu Repositories",PowerShell,TOPIC3
"Release .deb packages for Debian Stable",PowerShell,TOPIC3
"Fedora RPM",PowerShell,TOPIC3
"Add Centos 6 support (GLIBC 2.12)",PowerShell,TOPIC3
"Can't run ./tools/download.sh on Debian",PowerShell,TOPIC3
"Ubuntu software center does not show License information for PowerShell package",PowerShell,TOPIC3
"Remove About_*** Help that is specific to Windows",PowerShell,TOPIC3
"Partner CmdLets are missing or not loading",PowerShell,TOPIC3
"CI check for files encoding",PowerShell,TOPIC3
"Add test for verifying the default language mode",PowerShell,TOPIC3
"Port NamedPipes tests from BVT/DRTs",PowerShell,TOPIC3
"Port FileSystem tests for NTFS alternate streams",PowerShell,TOPIC3
"Need to remove dependency on TaskScheduler.tlb for Microsoft.PowerShell.ScheduledJob.dll",PowerShell,TOPIC3
"Move admin\monad\src\Activities\Generated\Update-PowerShellActivitySource.ps1 to Github",PowerShell,TOPIC3
"Xaml and other resources are not embeded into Microsoft.PowerShell.GraphicalHost and Microsoft.PowerShell.Activities.dll",PowerShell,TOPIC3
"Ensure nuget based reference assemblies are created for PowerShell",PowerShell,TOPIC3
"are we going to have a .src.rpm as well?",PowerShell,TOPIC3
"dotnet fires a resolve event for "System.Core.dll", when it should not",PowerShell,TOPIC3
"Remove the type catalog generator",PowerShell,TOPIC3
"Remove Linux configuration",PowerShell,TOPIC3
"ng-repeat track by $index with custom directive",angular.js,TOPIC4
"$location.search() returns undefined when base href does not match URL",angular.js,TOPIC4
"More modern alternative to Angular 1's DI",angular.js,TOPIC4
"ngTranscludeLocals: assign values into transcluded scopes",angular.js,TOPIC4
"Muli-slot with transclude: 'element' behavior",angular.js,TOPIC4
"AngularJS 1.5 directive link execution order",angular.js,TOPIC4
"ngSanitize 1.5.0 triggers Internet Explorer memory leak",angular.js,TOPIC4
"Problems with ngModel input and Chinese IME",angular.js,TOPIC4
"Form level validation workflow",angular.js,TOPIC4
"ngAnimate's ng-animate-ref does not work when anchoring between 2 directive's templates",angular.js,TOPIC4
"Testing docs don't have info about angular spying",angular.js,TOPIC4
"Replace: true doesn't keep attributes that have been set on the element in the compile fn",angular.js,TOPIC4
"make $document a constant rather than service",angular.js,TOPIC4
"Input[type=email] is not reset on model reset",angular.js,TOPIC4
"fix(ngClass): remove classes already on the dom",angular.js,TOPIC4
"$log conflicts with other code that messes with console",angular.js,TOPIC4
"fix($location): path to work with full url",angular.js,TOPIC4
"Updated angular extend to ignore undefined properties",angular.js,TOPIC4
"feat(ngResource): support extending resources",angular.js,TOPIC4
"feat(ngRoute): add method $route.silent(path) for change location path without triggering route controller",angular.js,TOPIC4
"An option to have AngularJS leave the URL hash-fragment alone",angular.js,TOPIC4
"Anchor links in HTML5 mode go to 'base url' and trigger a navigation event",angular.js,TOPIC4
"feat($on#event.preventDefault(promise)) optionally pass a promise into `preventDefault`",angular.js,TOPIC4
"Directly modifying the URL path & search without any side effects.",angular.js,TOPIC4
"$scope.$listeners(name) should return array of registered listeners for "name"",angular.js,TOPIC4
"encodeUriSegment in resource encodes params, should be optional",angular.js,TOPIC4
"Profiler Interest Group - Announcements",coreclr,TOPIC4
"High virtual memory usage on Ubuntu 16",coreclr,TOPIC4
"[Jit x86] Strange property inlining (Desktop CLR v4.7.2053.00)",coreclr,TOPIC4
"Debugging linux dump",coreclr,TOPIC4
"[Question][GCInfo] How StackSlotIdKey.m_offset calculated for gc argument passed by stack?",coreclr,TOPIC4
"Can I link some open source issues we(open source community) are having with assembly bindings here? ",coreclr,TOPIC4
"FnGetCLRRuntimeHost should probably take void** instead of IUnknown**",coreclr,TOPIC4
"[Arm64] JIT NYI questions ",coreclr,TOPIC4
"[Question] Forking of CoreCLR process",coreclr,TOPIC4
"Directly loading .ni.dll works differently from each `FNV/R2R`",coreclr,TOPIC4
"Does corerun or coreclr work normally when it loads only dll file if there are .ni.dll and .dll?",coreclr,TOPIC4
"How to check a dll's ni file(with FragileNonVersionable option) is loaded?",coreclr,TOPIC4
"Using Your Build - nuget package",coreclr,TOPIC4
"Optional parameter addition should not be a breaking change if overload resolution is still possible (not ambiguous)",coreclr,TOPIC4
"Memory leaks on 1.0.4",coreclr,TOPIC4
"[Question] Will UWP6.0 Milestone Support Windows IoT",coreclr,TOPIC4
"[Question] Type information in gdb is mixed and incorrect when debugging multiple JIT module",coreclr,TOPIC4
"DllImport cross-platform best practices?",coreclr,TOPIC4
"AppContext.TargetFrameworkName always returns null - bug or by design?",coreclr,TOPIC4
"[Linux] How to view static fields of generics in SOS?",coreclr,TOPIC4
"[Question] Testing DAC compliance of changes in code base",coreclr,TOPIC4
"[Question] Will the dotnet runtime be updateable automatically via windows update?",coreclr,TOPIC4
"Debugging API",coreclr,TOPIC4
"Investigate why SOS command 'ClrStack -i' does not work with code created through IMetaDataEmit.",coreclr,TOPIC4
"corerun.exe unhandled execption at KernelBase.dll when debugging on Windows 7 x64",coreclr,TOPIC4
"[Question] Cross compile for ARM on non-Debian",coreclr,TOPIC4
"[Question] Mentions of 'Rotor' in the source code",coreclr,TOPIC4
"How to profile the ni.dll from crossgen?",coreclr,TOPIC4
"Process hang in "coreclr!Thread::DoAppropriateWaitWorker+21b "",coreclr,TOPIC4
"[Arm64] Audit/document Arm64 register usage",coreclr,TOPIC4
"Performance decrease when using interfaces",coreclr,TOPIC4
"Support for ClearLinux?",coreclr,TOPIC4
"Support for oracle solaris on SPARC 64bit processor",coreclr,TOPIC4
"[Question] Can Virtual Stub Dispatch be "inlined"?",coreclr,TOPIC4
"[Question] How to get coreclr version from application",coreclr,TOPIC4
"System.Exception.StackTrace virtual property is not used in base ToString impl.",coreclr,TOPIC4
"JIT: AOT compilation mode (low throughput) for RyuJIT?",coreclr,TOPIC4
"Update coreclr build configurations for Fedora 24 and 25",coreclr,TOPIC4
"Detecting the user or the system closing .NET Core console application",coreclr,TOPIC4
"PROPOSAL: Reintroduce ICorRuntimeHost::DefaultDomain()-sort-of API on Windows",coreclr,TOPIC4
"Question: what remaining SOS commands need to be ported to Linux/OS X",coreclr,TOPIC4
"Possible to license or use a version of clrdbg outside vscode or visual studio?",coreclr,TOPIC4
"AssemblyLoadContext: Loading platform specific assets in a custom AssemblyLoadContext",coreclr,TOPIC4
"GC behavior under pressure?",coreclr,TOPIC4
"Add Centos 6 support",coreclr,TOPIC4
"Design discussion: finding uses in LIR",coreclr,TOPIC4
"How to uninstall entire dnx/dnu/dotnet stuff from MacOSX?",coreclr,TOPIC4
"Profiling: How to get GC Metrics in-process",coreclr,TOPIC4
"MDVEHandlerClass::QueryInterface() fails to retrieve IUnknown",coreclr,TOPIC4
"System.SizedReference is full of suspicious magic",coreclr,TOPIC4
"Failed to load CoreCLR.dll",coreclr,TOPIC4
"Reversed fixed? convert byte* to byte[]",coreclr,TOPIC4
"Hook getEHinfo",coreclr,TOPIC4
"Missing [HandleProcessCorruptedStateExceptions]",coreclr,TOPIC4
"CorHost2::ExecuteInDefaultAppDomain() swallows exceptions",coreclr,TOPIC4
"Question: Checking for managed exceptions from the hosting APIs",coreclr,TOPIC4
"Will CoreCLR support C++/CLI crossplat?",coreclr,TOPIC4
"Documentation and code for Thread Pool",coreclr,TOPIC4
"openasync not available for Idbconnection",Dapper,TOPIC4
"About Query<T> Method Problem",Dapper,TOPIC4
"Specific test shows EF faster than Dapper",Dapper,TOPIC4
"Struggling to understand how to combine Multi Mapping with QueryMultiple",Dapper,TOPIC4
"IEnumerable<string> does not respect TypeMap",Dapper,TOPIC4
"Document Translation",dubbo,TOPIC4
"å¸Œæœ›åœ¨æ–‡æ¡£ä¸­å?¯ä»¥ç»™å‡ºè¯¦ç»†ä¸€äº›çš„çº¿ç¨‹æ¨¡åž‹å›¾",dubbo,TOPIC4
"dubbo provideræ€Žä¹ˆä¼ é€’æ¶ˆæ?¯ç»™consumer",dubbo,TOPIC4
"dubboçŽ°åœ¨è¿˜ä¼šè€ƒè™‘å¯¹åˆ†å¸ƒå¼?äº‹åŠ¡çš„æ”¯æŒ?å?—ï¼Ÿ",dubbo,TOPIC4
"å¤šè¯­è¨€æ”¯æŒ?",dubbo,TOPIC4
"dubboå?¯ä¸?å?¯ä»¥æ”¯æŒ?ç›¸å?ŒæŽ¥å?£ï¼ŒæŒ‡å®šè°ƒç”¨æœ?åŠ¡ç³»ç»Ÿ",dubbo,TOPIC4
"[gradle] Android - Gradle build with dynamic applicationId?",fastlane,TOPIC4
"[question] Upload build notes/metadata",fastlane,TOPIC4
"Multiplatform best practice?",fastlane,TOPIC4
"How do I set the destination filepath explicitly for every input file?",fpm,TOPIC4
"ERROR: Failed to build gem native extension",fpm,TOPIC4
"[beta] Check if GitHub is already linked to an existing account",freeCodeCamp,TOPIC4
"Descriptive text of Filter method flawed",freeCodeCamp,TOPIC4
"Callback Functions are introduced without a description",freeCodeCamp,TOPIC4
""Exact Change" algorithm challenge should return single data type.",freeCodeCamp,TOPIC4
"Alt attribute in img not recognized",freeCodeCamp,TOPIC4
"Dynamic variable in for loop causes crash",freeCodeCamp,TOPIC4
"Map: Labels arrows don't change direction when click on them",freeCodeCamp,TOPIC4
"Move all images on the freeCodeCamp platform over to S3",freeCodeCamp,TOPIC4
"Weather API issues",freeCodeCamp,TOPIC4
"Code is not saved",freeCodeCamp,TOPIC4
"Create or find a Calendar Heatmap React component",freeCodeCamp,TOPIC4
"Smallest Common Multiple -- add a note about // noprotect",freeCodeCamp,TOPIC4
"The file client/main.js is seemingly never executed",freeCodeCamp,TOPIC4
"Add "Community" dropdown to production",freeCodeCamp,TOPIC4
"Make Font Awesome Icons accessible to visually impaired campers",freeCodeCamp,TOPIC4
"Reactify User Profile Page",freeCodeCamp,TOPIC4
"Challenge is getting accepted without sufficient code.",freeCodeCamp,TOPIC4
"Make the "Reset your code" modal tab-accessible for Screen Reader users",freeCodeCamp,TOPIC4
"The commented code is considered for code validatation rather than just comment!",freeCodeCamp,TOPIC4
"Challenge font and font size changes when refreshing or opening with direct link",freeCodeCamp,TOPIC4
"Mobile preview render of 12 column grid not properly displaying",freeCodeCamp,TOPIC4
"Course idea: React Native basics using REPL.it's new classroom feature",freeCodeCamp,TOPIC4
"Generator functions for ES6 [FCC BETA]",freeCodeCamp,TOPIC4
"Replace Ionic icons with their Font Awesome equivalents and remove Ionic as a dependency ",freeCodeCamp,TOPIC4
"[beta] Expand tests for different styling formats",freeCodeCamp,TOPIC4
"Hover State of Anchor Tag Test Insufficient",freeCodeCamp,TOPIC4
"Local Scope and Functions issue with commented code.",freeCodeCamp,TOPIC4
"[Beta] ES6 Section: some missing tests and titles, text needs formatting",freeCodeCamp,TOPIC4
"Introduction missing for Advanced Node and Express section (Beta site)",freeCodeCamp,TOPIC4
"Introduction missing for Quality Assurance and Testing with Chai section (Beta)",freeCodeCamp,TOPIC4
"Contents of editor can not be reviewed by screen readers",freeCodeCamp,TOPIC4
"Erroneous behavior in "Specify How Fonts Should Degrade" challenge",freeCodeCamp,TOPIC4
"Update Linking Twitter or LinkedIn handles on settings page.",freeCodeCamp,TOPIC4
"Grape logger invalid",grape,TOPIC4
"Grape DSL: Return different entities",grape,TOPIC4
"`before` block called before valid route is checked for.",grape,TOPIC4
"grape no response and high CPU usage when exception raise.",grape,TOPIC4
"api.request.input and param filtering",grape,TOPIC4
"undefined method `parser_for' for Grape::Parser::Base:Module",grape,TOPIC4
"Uncaught :error in Grape::Middleware::Error#handle_error",grape,TOPIC4
"Intermittent NoMethodError formatter_for errors",grape,TOPIC4
"ProtocolException: unexpected end of stream while downloading a file",okhttp,TOPIC4
"java.lang.NullPointerException",okhttp,TOPIC4
"http works, https has no post data and is slower",okhttp,TOPIC4
"unexpected end of stream,content length is correct.",okhttp,TOPIC4
"Calling cancel() does not close the connection/stream",okhttp,TOPIC4
"W/System.err: remove failed: ENOENT (No such file or directory)",okhttp,TOPIC4
"NullPointerException at BasicTrustRootIndex when caCert.getSubjectX500Principal() is null",okhttp,TOPIC4
""java.security.cert.CertPathValidatorException: Trust anchor for certification path not found." ",okhttp,TOPIC4
"[okhttp:3.8.0] SSLSocketFactory Crash with Android 4.1.2.",okhttp,TOPIC4
"I have a lot of thread locked in my tomcat, and this may be related to okhttp",okhttp,TOPIC4
"PHP webservice getting Blank Request when POST Requested with gZip Compression From Retrofit",okhttp,TOPIC4
"`isCleartextTrafficPermitted()` fails on OpenJDK 8 + Robolectric",okhttp,TOPIC4
"foreach iterates once over functions that return $null if they are not enclosed in parentheses",PowerShell,TOPIC4
"Docker PowerShell Commands not found",PowerShell,TOPIC4
"System.Collections.Queue throws error when piped to Get-Member",PowerShell,TOPIC4
"Can't install 32-bit/64-bit PowerShell together when using MSI installer",PowerShell,TOPIC4
"Export-CLIXml discards Autogenerated Methods from WebServiceProxy ",PowerShell,TOPIC4
"Support for DependencyModel",PowerShell,TOPIC4
"Value bound to a mandatory param when prompted is not available in dynamicParam block",PowerShell,TOPIC4
"Is there a way to avert the diamond dependency problem for modules that use .Net types?",PowerShell,TOPIC4
"Import-Module: incorrect scope, confusing parameters, wrong documentation?",PowerShell,TOPIC4
"Duplicate class name PinvokeDllNames",PowerShell,TOPIC4
"Binary for Ubuntu 17.10",PowerShell,TOPIC4
"Is there a way to redirect output from an exe/jar that expects user input",PowerShell,TOPIC4
"Invoke-RestMethod parses octet-stream responses (binary) incorrectly",PowerShell,TOPIC4
"Question regarding Antimalware Scan Interface",PowerShell,TOPIC4
"Question: How To Find Not Correctly Loaded Files?",PowerShell,TOPIC4
"Cannot load PSReadline when lauching from rebol",PowerShell,TOPIC4
"Strange behavior with Get-ChildItem",PowerShell,TOPIC4
"Recommended terminal settings.",PowerShell,TOPIC4
"Systemwide Pointers To Active Version of PowerShell Core",PowerShell,TOPIC4
